,Train ID,Year,Date,Operator,Place,Train mission,Tågnr,Route,Route number,Reason code,Reason code - level 1,Reason code Level 2,Reason code Level 3,registered delay,Train number
,2018-01-017123,2018,2018-01-01,Svenska Tågkompaniet AB,Storsund,7123,7123,LE-UÅ,3165,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F0942
,2018-01-017123,2018,2018-01-01,Svenska Tågkompaniet AB,Vännäs,7123,7123,LE-UÅ,3165,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,5,F0942
,2018-01-017165,2018,2018-01-01,Svenska Tågkompaniet AB,Kirunavaara,7165,7165,KMB-LE,3167,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,4,F26006
,2018-01-017410,2018,2018-01-01,Svenska Tågkompaniet AB,Gimonäs,7410,7410,SUC-ÖK-UÅ,3160,JDM 03,Järnvägsföretag,Dragfordon / motorvagn,Strömavtagare,6,F26010
,2018-01-017410,2018,2018-01-01,Svenska Tågkompaniet AB,Rundvik,7410,7410,SUC-ÖK-UÅ,3160,JDM 03,Järnvägsföretag,Dragfordon / motorvagn,Strömavtagare,97,F26010
,2018-01-017410,2018,2018-01-01,Svenska Tågkompaniet AB,Stöcke,7410,7410,SUC-ÖK-UÅ,3160,JDM 03,Järnvägsföretag,Dragfordon / motorvagn,Strömavtagare,4,F26010
,2018-01-017412,2018,2018-01-01,Svenska Tågkompaniet AB,Sprängsviken,7412,7412,SUC-ÖK-UÅ,3160,JDM 03,Järnvägsföretag,Dragfordon / motorvagn,Strömavtagare,6,F26012
,2018-01-017415,2018,2018-01-01,Svenska Tågkompaniet AB,Umeå,7415,7415,UÅ-ÖK-SUC,3161,JDE -,Järnvägsföretag,Sent från depå,-,47,F26005
,2018-01-017417,2018,2018-01-01,Svenska Tågkompaniet AB,Sundsvalls Västra,7417,7417,UÅ-ÖK-SUC,3161,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26012
,2018-01-017456,2018,2018-01-01,Svenska Tågkompaniet AB,Hällenyland,7456,7456,SUC-ÖK-UÅ,3160,JDM -,Järnvägsföretag,Dragfordon / motorvagn,-,119,F26008
,2018-01-017497,2018,2018-01-01,Svenska Tågkompaniet AB,Hällnäs,7497,7497,LY-UÅ,3171,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,15,F1312
,2018-01-017497,2018,2018-01-01,Svenska Tågkompaniet AB,Umeå,7497,7497,LY-UÅ,3171,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F1312
,2018-01-017498,2018,2018-01-01,Svenska Tågkompaniet AB,Vännäs,7498,7498,UÅ-LY,3170,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F1312
,2018-01-017498,2018,2018-01-01,Svenska Tågkompaniet AB,Vännäs norra,7498,7498,UÅ-LY,3170,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F1312
,2018-01-017506,2018,2018-01-01,Svenska Tågkompaniet AB,Östersunds västra,7506,7506,SUC-ÖS-STR,3168,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26004
,2018-01-017508,2018,2018-01-01,Svenska Tågkompaniet AB,Östersunds c,7508,7508,SUC-ÖS-STR,3168,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,3,F26002
,2018-01-017514,2018,2018-01-01,Svenska Tågkompaniet AB,Ånge,7514,7514,SUC-ÖS-STR,3168,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26002
,2018-01-017515,2018,2018-01-01,Svenska Tågkompaniet AB,Undersåker,7515,7515,STR-ÖS-SUC,3169,JDM 06,Järnvägsföretag,Dragfordon / motorvagn,Omstart av system,6,F26004
,2018-01-017521,2018,2018-01-01,Svenska Tågkompaniet AB,Ånge,7521,7521,STR-ÖS-SUC,3169,JOM -,Järnvägsföretag,Ombordpersonal,-,14,F26004
,2018-01-018267,2018,2018-01-01,Svenska Tågkompaniet AB,Järvsö,8267,8267,LJUSDAL-GÄVLE,3003,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,8,F0947
,2018-01-018363,2018,2018-01-01,Svenska Tågkompaniet AB,Gnarp,8363,8363,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0943
,2018-01-018363,2018,2018-01-01,Svenska Tågkompaniet AB,Hudiksvall,8363,8363,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,4,F0943
,2018-01-018379,2018,2018-01-01,Svenska Tågkompaniet AB,Gårdsjön,8379,18379,SUNDSVALL-GÄVLE,3005,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,3,#N/A
,2018-01-018379,2018,2018-01-01,Svenska Tågkompaniet AB,Hudiksvall,8379,18379,SUNDSVALL-GÄVLE,3005,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,3,#N/A
,2018-01-018379,2018,2018-01-01,Svenska Tågkompaniet AB,Iggesund,8379,18379,SUNDSVALL-GÄVLE,3005,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,3,#N/A
,2018-01-018379,2018,2018-01-01,Svenska Tågkompaniet AB,Sundsvall c,8379,18379,SUNDSVALL-GÄVLE,3005,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,29,#N/A
,2018-01-018379,2018,2018-01-01,Svenska Tågkompaniet AB,Svartvik,8379,18379,SUNDSVALL-GÄVLE,3005,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,8,#N/A
,2018-01-0197409,2018,2018-01-01,Svenska Tågkompaniet AB,Umeå godsbangård,97409,97409,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,69,F26012
,2018-01-0197502,2018,2018-01-01,Svenska Tågkompaniet AB,Ånge,97502,97502,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,5,F26002
,2018-01-0217131,2018,2018-01-02,Svenska Tågkompaniet AB,Notviken,17131,17131,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,5,#N/A
,2018-01-0217146,2018,2018-01-02,Svenska Tågkompaniet AB,Umeå godsbangård,17146,17146,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,3,F1312
,2018-01-0234114,2018,2018-01-02,Svenska Tågkompaniet AB,Luleå,34114,34114,-,−1,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,47,#N/A
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Bodens c,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,3,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Gammelstad,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,5,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Gransjö,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,8,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Gullträsk,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,7,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Holmfors,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,9,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Lakaträsk,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,11,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Ljuså,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,13,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Luleå,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,17,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Murjek,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,21,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Norra Sunderbyn,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,9,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Notviken,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,5,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Näsberg,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,6,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Polcirkeln,34147,34147,-,−1,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,56,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Sandträsk,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,8,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Sunderbyns Sjukhus,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,4,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Sävastklinten,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,5,F0934
,2018-01-0234147,2018,2018-01-02,Svenska Tågkompaniet AB,Tolikberget,34147,34147,-,−1,JAS -,Järnvägsföretag,Avvikande sammansättning,-,7,F0934
,2018-01-027410,2018,2018-01-02,Svenska Tågkompaniet AB,Birsta,7410,7410,SUC-ÖK-UÅ,3160,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F26002
,2018-01-027410,2018,2018-01-02,Svenska Tågkompaniet AB,Drömme,7410,7410,SUC-ÖK-UÅ,3160,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,5,F26002
,2018-01-027410,2018,2018-01-02,Svenska Tågkompaniet AB,Gålnäs,7410,7410,SUC-ÖK-UÅ,3160,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,4,F26002
,2018-01-027410,2018,2018-01-02,Svenska Tågkompaniet AB,Hällenyland,7410,7410,SUC-ÖK-UÅ,3160,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,4,F26002
,2018-01-027410,2018,2018-01-02,Svenska Tågkompaniet AB,Umeå Östra,7410,7410,SUC-ÖK-UÅ,3160,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,5,F26002
,2018-01-027414,2018,2018-01-02,Svenska Tågkompaniet AB,Mörtsal,7414,7414,SUC-ÖK-UÅ,3160,JDE -,Järnvägsföretag,Sent från depå,-,3,F26006
,2018-01-027414,2018,2018-01-02,Svenska Tågkompaniet AB,Sundsvall c,7414,7414,SUC-ÖK-UÅ,3160,JDE -,Järnvägsföretag,Sent från depå,-,35,F26006
,2018-01-027474,2018,2018-01-02,Svenska Tågkompaniet AB,Brattby,7474,7474,UÅ-VNS,3162,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F1389
,2018-01-027481,2018,2018-01-02,Svenska Tågkompaniet AB,Hällnäs,7481,7481,LY-UÅ,3171,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,11,F1312
,2018-01-027483,2018,2018-01-02,Svenska Tågkompaniet AB,Vindeln,7483,7483,LY-UÅ,3171,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,4,F1312
,2018-01-027485,2018,2018-01-02,Svenska Tågkompaniet AB,Umeå,7485,7485,LY-UÅ,3171,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,4,F1312
,2018-01-027485,2018,2018-01-02,Svenska Tågkompaniet AB,Vindeln,7485,7485,LY-UÅ,3171,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,10,F1312
,2018-01-027504,2018,2018-01-02,Svenska Tågkompaniet AB,Ope,7504,7504,SUC-ÖS-STR,3168,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F26004
,2018-01-027509,2018,2018-01-02,Svenska Tågkompaniet AB,Storlien,7509,7509,STR-ÖS-SUC,3169,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,8,F26009
,2018-01-027513,2018,2018-01-02,Svenska Tågkompaniet AB,Östersunds c,7513,7513,STR-ÖS-SUC,3169,JDM 06,Järnvägsföretag,Dragfordon / motorvagn,Omstart av system,4,F26005
,2018-01-028261,2018,2018-01-02,Svenska Tågkompaniet AB,Järvsö,8261,8261,LJUSDAL-GÄVLE,3003,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F0961
,2018-01-028270,2018,2018-01-02,Svenska Tågkompaniet AB,Bollnäs,8270,8270,GÄVLE-LJUSDAL,3002,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0945
,2018-01-028352,2018,2018-01-02,Svenska Tågkompaniet AB,Söderhamn v,8352,8352,GÄVLE-SUNDSVALL,3004,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0946
,2018-01-028359,2018,2018-01-02,Svenska Tågkompaniet AB,Ljusne,8359,8359,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0910
,2018-01-028379,2018,2018-01-02,Svenska Tågkompaniet AB,Sundsvall c,8379,8379,SUNDSVALL-GÄVLE,3005,JPR 01,Järnvägsföretag,Prioritering,Ett JF har bestämt prioriteringen mellan egna tåg,10,F0910
,2018-01-028904,2018,2018-01-02,Svenska Tågkompaniet AB,Högboda,8904,8904,CG-KHN,3150,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F0966
,2018-01-028916,2018,2018-01-02,Svenska Tågkompaniet AB,Arvika,8916,8916,CG-KHN,3150,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,7,F0949
,2018-01-028959,2018,2018-01-02,Svenska Tågkompaniet AB,Sunne,8959,8959,KRISTINEHAMN-TORSBY,3153,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F4121
,2018-01-0317141,2018,2018-01-03,Svenska Tågkompaniet AB,Notviken,17141,17141,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,176,F26001
,2018-01-0317143,2018,2018-01-03,Svenska Tågkompaniet AB,Gimonäs,17143,17143,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,3,#N/A
,2018-01-0317143,2018,2018-01-03,Svenska Tågkompaniet AB,Sprängsviken,17143,17143,-,−1,JDM -,Järnvägsföretag,Dragfordon / motorvagn,-,6,#N/A
,2018-01-0317143,2018,2018-01-03,Svenska Tågkompaniet AB,Stöcke,17143,17143,-,−1,JDM -,Järnvägsföretag,Dragfordon / motorvagn,-,22,#N/A
,2018-01-0317143,2018,2018-01-03,Svenska Tågkompaniet AB,Umeå godsbangård,17143,17143,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,16,#N/A
,2018-01-0317150,2018,2018-01-03,Svenska Tågkompaniet AB,Aspeå,17150,17150,-,−1,JDM 03,Järnvägsföretag,Dragfordon / motorvagn,Strömavtagare,5,#N/A
,2018-01-0317150,2018,2018-01-03,Svenska Tågkompaniet AB,Björna,17150,17150,-,−1,JDM 03,Järnvägsföretag,Dragfordon / motorvagn,Strömavtagare,48,#N/A
,2018-01-0317150,2018,2018-01-03,Svenska Tågkompaniet AB,Bräcke,17150,17150,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,7,#N/A
,2018-01-0317150,2018,2018-01-03,Svenska Tågkompaniet AB,Degermyr,17150,17150,-,−1,JDM 03,Järnvägsföretag,Dragfordon / motorvagn,Strömavtagare,4,#N/A
,2018-01-0317150,2018,2018-01-03,Svenska Tågkompaniet AB,Forsmo,17150,17150,-,−1,JDM 03,Järnvägsföretag,Dragfordon / motorvagn,Strömavtagare,46,#N/A
,2018-01-0317150,2018,2018-01-03,Svenska Tågkompaniet AB,Grötingen,17150,17150,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,5,#N/A
,2018-01-0317150,2018,2018-01-03,Svenska Tågkompaniet AB,Högbränna,17150,17150,-,−1,JDM 03,Järnvägsföretag,Dragfordon / motorvagn,Strömavtagare,3,#N/A
,2018-01-0317150,2018,2018-01-03,Svenska Tågkompaniet AB,Skorped,17150,17150,-,−1,JDM 03,Järnvägsföretag,Dragfordon / motorvagn,Strömavtagare,7,#N/A
,2018-01-0317150,2018,2018-01-03,Svenska Tågkompaniet AB,Trehörningsjö,17150,17150,-,−1,JDM 03,Järnvägsföretag,Dragfordon / motorvagn,Strömavtagare,4,#N/A
,2018-01-0317152,2018,2018-01-03,Svenska Tågkompaniet AB,Gimonäs,17152,17152,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,3,#N/A
,2018-01-0317152,2018,2018-01-03,Svenska Tågkompaniet AB,Härnösand,17152,17152,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,50,#N/A
,2018-01-037104,2018,2018-01-03,Svenska Tågkompaniet AB,Jörn,7104,7104,UÅ-LE,3164,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,23,F1367
,2018-01-037154,2018,2018-01-03,Svenska Tågkompaniet AB,Luleå,7154,7154,LE-KMB,3166,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,16,F0942
,2018-01-037154,2018,2018-01-03,Svenska Tågkompaniet AB,Sunderbyns Sjukhus,7154,7154,LE-KMB,3166,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,9,F0942
,2018-01-037411,2018,2018-01-03,Svenska Tågkompaniet AB,Umeå,7411,7411,UÅ-ÖK-SUC,3161,JDE -,Järnvägsföretag,Sent från depå,-,25,F26007
,2018-01-037414,2018,2018-01-03,Svenska Tågkompaniet AB,Timrå,7414,7414,SUC-ÖK-UÅ,3160,JPR 01,Järnvägsföretag,Prioritering,Ett JF har bestämt prioriteringen mellan egna tåg,4,F26005
,2018-01-037415,2018,2018-01-03,Svenska Tågkompaniet AB,Harasjön,7415,7415,UÅ-ÖK-SUC,3161,JDE -,Järnvägsföretag,Sent från depå,-,5,F26005
,2018-01-037415,2018,2018-01-03,Svenska Tågkompaniet AB,Örnsköldsviks c,7415,7415,UÅ-ÖK-SUC,3161,JDE -,Järnvägsföretag,Sent från depå,-,118,F26005
,2018-01-037416,2018,2018-01-03,Svenska Tågkompaniet AB,Hussjöby,7416,7416,SUC-ÖK-UÅ,3160,JFÖ 03,Järnvägsföretag,Förarpersonal,Rast,5,F26010
,2018-01-037416,2018,2018-01-03,Svenska Tågkompaniet AB,Sundsvall c,7416,7416,SUC-ÖK-UÅ,3160,JFÖ 03,Järnvägsföretag,Förarpersonal,Rast,15,F26010
,2018-01-037500,2018,2018-01-03,Svenska Tågkompaniet AB,Bensjöbacken,7500,7500,SUC-ÖS-STR,3168,JDM 08,Järnvägsföretag,Dragfordon / motorvagn,Maskinfel,5,F26009
,2018-01-037502,2018,2018-01-03,Svenska Tågkompaniet AB,Brunflo,7502,7502,SUC-ÖS-STR,3168,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26003
,2018-01-037502,2018,2018-01-03,Svenska Tågkompaniet AB,Gällö,7502,7502,SUC-ÖS-STR,3168,JPR 01,Järnvägsföretag,Prioritering,Ett JF har bestämt prioriteringen mellan egna tåg,6,F26003
,2018-01-037510,2018,2018-01-03,Svenska Tågkompaniet AB,Ope,7510,7510,SUC-ÖS-STR,3168,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,4,F26011
,2018-01-037512,2018,2018-01-03,Svenska Tågkompaniet AB,Erikslund,7512,7512,SUC-ÖS-STR,3168,JFÖ 03,Järnvägsföretag,Förarpersonal,Rast,13,F26007
,2018-01-037512,2018,2018-01-03,Svenska Tågkompaniet AB,Sundsvall c,7512,7512,SUC-ÖS-STR,3168,JFÖ 03,Järnvägsföretag,Förarpersonal,Rast,13,F26007
,2018-01-037512,2018,2018-01-03,Svenska Tågkompaniet AB,Östersunds c,7512,7512,SUC-ÖS-STR,3168,JFÖ 03,Järnvägsföretag,Förarpersonal,Rast,9,F26007
,2018-01-037514,2018,2018-01-03,Svenska Tågkompaniet AB,Bensjöbacken,7514,7514,SUC-ÖS-STR,3168,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,3,F26004
,2018-01-037514,2018,2018-01-03,Svenska Tågkompaniet AB,Gällö,7514,7514,SUC-ÖS-STR,3168,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,18,F26004
,2018-01-037514,2018,2018-01-03,Svenska Tågkompaniet AB,Sundsvall c,7514,7514,SUC-ÖS-STR,3168,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,51,F26004
,2018-01-038253,2018,2018-01-03,Svenska Tågkompaniet AB,Mo grindar,8253,8253,LJUSDAL-GÄVLE,3003,JDM 01,Järnvägsföretag,Dragfordon / motorvagn,ATC-fel,3,F0947
,2018-01-038253,2018,2018-01-03,Svenska Tågkompaniet AB,Simeå,8253,8253,LJUSDAL-GÄVLE,3003,JDM 01,Järnvägsföretag,Dragfordon / motorvagn,ATC-fel,4,F0947
,2018-01-038268,2018,2018-01-03,Svenska Tågkompaniet AB,Bollnäs,8268,8268,GÄVLE-LJUSDAL,3002,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0961
,2018-01-038367,2018,2018-01-03,Svenska Tågkompaniet AB,Sundsvall c,8367,8367,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,8,F0961
,2018-01-038367,2018,2018-01-03,Svenska Tågkompaniet AB,Åmyran,8367,8367,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0961
,2018-01-047103,2018,2018-01-04,Svenska Tågkompaniet AB,Bodens c,7103,7103,LE-UÅ,3165,JDM -,Järnvägsföretag,Dragfordon / motorvagn,-,9,F26001
,2018-01-047152,2018,2018-01-04,Svenska Tågkompaniet AB,Kirunavaara,7152,7152,LE-KMB,3166,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F0942
,2018-01-047152,2018,2018-01-04,Svenska Tågkompaniet AB,Luleå,7152,7152,LE-KMB,3166,JTP 07,Järnvägsföretag,Terminal/Plattform-hantering,Ranger/Vxl utöver plan,7,F0942
,2018-01-047152,2018,2018-01-04,Svenska Tågkompaniet AB,Nattavaara,7152,7152,LE-KMB,3166,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,3,F0942
,2018-01-047154,2018,2018-01-04,Svenska Tågkompaniet AB,Bodens c,7154,7154,LE-KMB,3166,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,6,F0962
,2018-01-047155,2018,2018-01-04,Svenska Tågkompaniet AB,Kirunavaara,7155,7155,KMB-LE,3167,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F0942
,2018-01-047403,2018,2018-01-04,Svenska Tågkompaniet AB,Solum,7403,7403,UÅ-ÖK-SUC,3161,JPR 01,Järnvägsföretag,Prioritering,Ett JF har bestämt prioriteringen mellan egna tåg,9,F26002
,2018-01-047403,2018,2018-01-04,Svenska Tågkompaniet AB,Sundsvalls Västra,7403,7403,UÅ-ÖK-SUC,3161,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,4,F26002
,2018-01-047404,2018,2018-01-04,Svenska Tågkompaniet AB,Härnösand,7404,7404,SUC-ÖK-UÅ,3160,JDM -,Järnvägsföretag,Dragfordon / motorvagn,-,14,F26006
,2018-01-047406,2018,2018-01-04,Svenska Tågkompaniet AB,Bjästa,7406,7406,SUC-ÖK-UÅ,3160,JDM -,Järnvägsföretag,Dragfordon / motorvagn,-,8,F26010
,2018-01-047406,2018,2018-01-04,Svenska Tågkompaniet AB,Härnösand,7406,7406,SUC-ÖK-UÅ,3160,JDM -,Järnvägsföretag,Dragfordon / motorvagn,-,7,F26010
,2018-01-047406,2018,2018-01-04,Svenska Tågkompaniet AB,Mörtsal,7406,7406,SUC-ÖK-UÅ,3160,JDM -,Järnvägsföretag,Dragfordon / motorvagn,-,10,F26010
,2018-01-047409,2018,2018-01-04,Svenska Tågkompaniet AB,Umeå,7409,7409,UÅ-ÖK-SUC,3161,JDM -,Järnvägsföretag,Dragfordon / motorvagn,-,27,F26010
,2018-01-047412,2018,2018-01-04,Svenska Tågkompaniet AB,Härnösand,7412,7412,SUC-ÖK-UÅ,3160,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,19,F26005
,2018-01-047416,2018,2018-01-04,Svenska Tågkompaniet AB,Dynäs,7416,7416,SUC-ÖK-UÅ,3160,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,9,F26010
,2018-01-047416,2018,2018-01-04,Svenska Tågkompaniet AB,Gimonäs,7416,7416,SUC-ÖK-UÅ,3160,JPR 01,Järnvägsföretag,Prioritering,Ett JF har bestämt prioriteringen mellan egna tåg,3,F26010
,2018-01-047416,2018,2018-01-04,Svenska Tågkompaniet AB,Harasjön,7416,7416,SUC-ÖK-UÅ,3160,JPR 01,Järnvägsföretag,Prioritering,Ett JF har bestämt prioriteringen mellan egna tåg,6,F26010
,2018-01-047416,2018,2018-01-04,Svenska Tågkompaniet AB,Kramfors,7416,7416,SUC-ÖK-UÅ,3160,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,24,F26010
,2018-01-047417,2018,2018-01-04,Svenska Tågkompaniet AB,Dynäs,7417,7417,UÅ-ÖK-SUC,3161,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,3,F26005
,2018-01-047417,2018,2018-01-04,Svenska Tågkompaniet AB,Rundvik,7417,7417,UÅ-ÖK-SUC,3161,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,5,F26005
,2018-01-047417,2018,2018-01-04,Svenska Tågkompaniet AB,Timrå,7417,7417,UÅ-ÖK-SUC,3161,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,5,F26005
,2018-01-047417,2018,2018-01-04,Svenska Tågkompaniet AB,Umeå,7417,7417,UÅ-ÖK-SUC,3161,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,27,F26005
,2018-01-047420,2018,2018-01-04,Svenska Tågkompaniet AB,Sundsvall c,7420,7420,SUC-ÖK-UÅ,3160,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,74,F26005
,2018-01-047439,2018,2018-01-04,Svenska Tågkompaniet AB,Umeå,7439,7439,UÅ-ÖK-SUC,3161,JDE -,Järnvägsföretag,Sent från depå,-,38,F26002
,2018-01-047502,2018,2018-01-04,Svenska Tågkompaniet AB,Ånge,7502,7502,SUC-ÖS-STR,3168,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,51,F26003
,2018-01-047503,2018,2018-01-04,Svenska Tågkompaniet AB,Östersunds c,7503,7503,STR-ÖS-SUC,3169,JDM 06,Järnvägsföretag,Dragfordon / motorvagn,Omstart av system,3,F26007
,2018-01-047510,2018,2018-01-04,Svenska Tågkompaniet AB,Sundsvall c,7510,7510,SUC-ÖS-STR,3168,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,8,F26011
,2018-01-047511,2018,2018-01-04,Svenska Tågkompaniet AB,Ånge,7511,7511,STR-ÖS-SUC,3169,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26007
,2018-01-047512,2018,2018-01-04,Svenska Tågkompaniet AB,Sundsvall c,7512,7512,SUC-ÖS-STR,3168,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26007
