,Train ID,Year,Date,Operator,Place,Train mission,Tågnr,Route,Route number,Reason code,Reason code - level 1,Reason code Level 2,Reason code Level 3,registered delay,Train number
,2018-05-157404,2018,2018-05-15,Svenska Tågkompaniet AB,Dynäs,7404,7404,SUC-ÖK-UÅ,3160,JDM 06,Järnvägsföretag,Dragfordon / motorvagn,Omstart av system,3,F26007
,2018-05-157404,2018,2018-05-15,Svenska Tågkompaniet AB,Hällenyland,7404,7404,SUC-ÖK-UÅ,3160,JDM 06,Järnvägsföretag,Dragfordon / motorvagn,Omstart av system,9,F26007
,2018-05-157404,2018,2018-05-15,Svenska Tågkompaniet AB,Hämrasviken,7404,7404,SUC-ÖK-UÅ,3160,JDM 06,Järnvägsföretag,Dragfordon / motorvagn,Omstart av system,5,F26007
,2018-05-157404,2018,2018-05-15,Svenska Tågkompaniet AB,Sundsvall c,7404,7404,SUC-ÖK-UÅ,3160,JDM 06,Järnvägsföretag,Dragfordon / motorvagn,Omstart av system,5,F26007
,2018-05-157404,2018,2018-05-15,Svenska Tågkompaniet AB,Sundsvalls Västra,7404,7404,SUC-ÖK-UÅ,3160,JDM 06,Järnvägsföretag,Dragfordon / motorvagn,Omstart av system,3,F26007
,2018-05-157404,2018,2018-05-15,Svenska Tågkompaniet AB,Svedje,7404,7404,SUC-ÖK-UÅ,3160,JDM 06,Järnvägsföretag,Dragfordon / motorvagn,Omstart av system,3,F26007
,2018-05-157410,2018,2018-05-15,Svenska Tågkompaniet AB,Drömme,7410,7410,SUC-ÖK-UÅ,3160,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,4,F26008
,2018-05-157410,2018,2018-05-15,Svenska Tågkompaniet AB,Högbysjön,7410,7410,SUC-ÖK-UÅ,3160,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,3,F26008
,2018-05-157410,2018,2018-05-15,Svenska Tågkompaniet AB,Mörtsal,7410,7410,SUC-ÖK-UÅ,3160,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,18,F26008
,2018-05-157410,2018,2018-05-15,Svenska Tågkompaniet AB,Sundsvall c,7410,7410,SUC-ÖK-UÅ,3160,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,4,F26008
,2018-05-157415,2018,2018-05-15,Svenska Tågkompaniet AB,Sundsvalls Västra,7415,7415,UÅ-ÖK-SUC,3161,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26011
,2018-05-157416,2018,2018-05-15,Svenska Tågkompaniet AB,Gideåbacka,7416,7416,SUC-ÖK-UÅ,3160,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,4,F26005
,2018-05-157439,2018,2018-05-15,Svenska Tågkompaniet AB,Arnäsvall,7439,7439,UÅ-ÖK-SUC,3161,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,3,F26007
,2018-05-157439,2018,2018-05-15,Svenska Tågkompaniet AB,Umeå,7439,7439,UÅ-ÖK-SUC,3161,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,53,F26007
,2018-05-157465,2018,2018-05-15,Svenska Tågkompaniet AB,Vännäsby,7465,7465,VNS-UÅ,3163,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F1367
,2018-05-157481,2018,2018-05-15,Svenska Tågkompaniet AB,Brännland,7481,7481,LY-UÅ,3171,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,4,F4129
,2018-05-157481,2018,2018-05-15,Svenska Tågkompaniet AB,Hällnäs,7481,7481,LY-UÅ,3171,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,6,F4129
,2018-05-157509,2018,2018-05-15,Svenska Tågkompaniet AB,Johannisberg,7509,7509,STR-ÖS-SUC,3169,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,4,F26003
,2018-05-157509,2018,2018-05-15,Svenska Tågkompaniet AB,Storlien,7509,7509,STR-ÖS-SUC,3169,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,10,F26003
,2018-05-157509,2018,2018-05-15,Svenska Tågkompaniet AB,Sundsvalls Västra,7509,7509,STR-ÖS-SUC,3169,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26003
,2018-05-157511,2018,2018-05-15,Svenska Tågkompaniet AB,Stöde,7511,7511,STR-ÖS-SUC,3169,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26005
,2018-05-157513,2018,2018-05-15,Svenska Tågkompaniet AB,Stavre,7513,7513,STR-ÖS-SUC,3169,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26004
,2018-05-157516,2018,2018-05-15,Svenska Tågkompaniet AB,Sundsvall c,7516,7516,SUC-ÖS-STR,3168,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,11,F26006
,2018-05-158257,2018,2018-05-15,Svenska Tågkompaniet AB,Järvsö,8257,8257,LJUSDAL-GÄVLE,3003,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,4,F0945
,2018-05-158370,2018,2018-05-15,Svenska Tågkompaniet AB,Gävle c,8370,8370,GÄVLE-SUNDSVALL,3004,JDE 20,Järnvägsföretag,Sent från depå,Övrigt,55,F0947
,2018-05-158377,2018,2018-05-15,Svenska Tågkompaniet AB,Sundsvall c,8377,8377,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0945
,2018-05-158377,2018,2018-05-15,Svenska Tågkompaniet AB,Sundsvalls Västra,8377,8377,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0945
,2018-05-158379,2018,2018-05-15,Svenska Tågkompaniet AB,Sundsvall c,8379,8379,SUNDSVALL-GÄVLE,3005,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,9,F0961
,2018-05-158907,2018,2018-05-15,Svenska Tågkompaniet AB,Charlottenberg,8907,8907,KHN-CG,3151,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,5,F0983
,2018-05-158922,2018,2018-05-15,Svenska Tågkompaniet AB,Karlstad C,8922,8922,CG-KHN,3150,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,18,F0949
,2018-05-158926,2018,2018-05-15,Svenska Tågkompaniet AB,Arvika,8926,8926,CG-KHN,3150,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,3,F0983
,2018-05-158926,2018,2018-05-15,Svenska Tågkompaniet AB,Charlottenberg,8926,8926,CG-KHN,3150,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,23,F0983
,2018-05-158926,2018,2018-05-15,Svenska Tågkompaniet AB,Skåre,8926,8926,CG-KHN,3150,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,3,F0983
,2018-05-158946,2018,2018-05-15,Svenska Tågkompaniet AB,Sunne,8946,8946,TORSBY-KRISTINEHAMN,3152,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,8,F4121
,2018-05-1597403,2018,2018-05-15,Svenska Tågkompaniet AB,Umeå godsbangård,97403,97403,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,4,F26009
,2018-05-1597478,2018,2018-05-15,Svenska Tågkompaniet AB,Umeå Östra,97478,97478,-,−1,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F1367
,2018-05-16394,2018,2018-05-16,Svenska Tågkompaniet AB,Göteborgs c,394,394,G-KO/OSLO,3050,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,5,73-45
,2018-05-167103,2018,2018-05-16,Svenska Tågkompaniet AB,Luleå,7103,7102,LE-UÅ,3165,JDM -,Järnvägsföretag,Dragfordon / motorvagn,-,19,F0934
,2018-05-167150,2018,2018-05-16,Svenska Tågkompaniet AB,Bodens c,7150,7150,LE-KMB,3166,JTP 07,Järnvägsföretag,Terminal/Plattform-hantering,Ranger/Vxl utöver plan,4,F0962
,2018-05-167150,2018,2018-05-16,Svenska Tågkompaniet AB,Luleå,7150,7150,LE-KMB,3166,JTP 07,Järnvägsföretag,Terminal/Plattform-hantering,Ranger/Vxl utöver plan,21,F0962
,2018-05-167150,2018,2018-05-16,Svenska Tågkompaniet AB,Polcirkeln,7150,7150,LE-KMB,3166,JTP 07,Järnvägsföretag,Terminal/Plattform-hantering,Ranger/Vxl utöver plan,3,F0962
,2018-05-167153,2018,2018-05-16,Svenska Tågkompaniet AB,Linaälv,7153,7153,KMB-LE,3167,JDM 08,Järnvägsföretag,Dragfordon / motorvagn,Maskinfel,3,F0962
,2018-05-167405,2018,2018-05-16,Svenska Tågkompaniet AB,Sundsvalls Västra,7405,7405,UÅ-ÖK-SUC,3161,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,7,F26005
,2018-05-167409,2018,2018-05-16,Svenska Tågkompaniet AB,Sundsvalls Västra,7409,7409,UÅ-ÖK-SUC,3161,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,4,F26007
,2018-05-167410,2018,2018-05-16,Svenska Tågkompaniet AB,Gimonäs,7410,7410,SUC-ÖK-UÅ,3160,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,5,F26008
,2018-05-167412,2018,2018-05-16,Svenska Tågkompaniet AB,Sundsvalls Västra,7412,7412,SUC-ÖK-UÅ,3160,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26003
,2018-05-167414,2018,2018-05-16,Svenska Tågkompaniet AB,Sundsvall c,7414,7414,SUC-ÖK-UÅ,3160,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26005
,2018-05-167463,2018,2018-05-16,Svenska Tågkompaniet AB,Vännäs,7463,7463,VNS-UÅ,3163,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F1312
,2018-05-167476,2018,2018-05-16,Svenska Tågkompaniet AB,Umeå Östra,7476,7476,UÅ-VNS,3162,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,13,F26005
,2018-05-167486,2018,2018-05-16,Svenska Tågkompaniet AB,Tvärålund,7486,7486,UÅ-LY,3170,JDM -,Järnvägsföretag,Dragfordon / motorvagn,-,7,F4129
,2018-05-167486,2018,2018-05-16,Svenska Tågkompaniet AB,Vindeln,7486,7486,UÅ-LY,3170,JDM -,Järnvägsföretag,Dragfordon / motorvagn,-,17,F4129
,2018-05-167504,2018,2018-05-16,Svenska Tågkompaniet AB,Trångsviken,7504,7504,SUC-ÖS-STR,3168,JPR 01,Järnvägsföretag,Prioritering,Ett JF har bestämt prioriteringen mellan egna tåg,8,F26006
,2018-05-167506,2018,2018-05-16,Svenska Tågkompaniet AB,Fränsta,7506,7506,SUC-ÖS-STR,3168,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,9,F26011
,2018-05-167511,2018,2018-05-16,Svenska Tågkompaniet AB,Sundsvall c,7511,7511,STR-ÖS-SUC,3169,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26006
,2018-05-167513,2018,2018-05-16,Svenska Tågkompaniet AB,Bräcke,7513,7513,STR-ÖS-SUC,3169,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26004
,2018-05-168257,2018,2018-05-16,Svenska Tågkompaniet AB,Ockelbo,8257,8257,LJUSDAL-GÄVLE,3003,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0947
,2018-05-168267,2018,2018-05-16,Svenska Tågkompaniet AB,Ockelbo,8267,8267,LJUSDAL-GÄVLE,3003,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0943
,2018-05-168270,2018,2018-05-16,Svenska Tågkompaniet AB,Gävle c,8270,8270,GÄVLE-LJUSDAL,3002,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,9,F0943
,2018-05-168351,2018,2018-05-16,Svenska Tågkompaniet AB,Sundsvalls Västra,8351,8351,SUNDSVALL-GÄVLE,3005,JDM 08,Järnvägsföretag,Dragfordon / motorvagn,Maskinfel,9,F0945
,2018-05-168364,2018,2018-05-16,Svenska Tågkompaniet AB,Söderhamn v,8364,8364,GÄVLE-SUNDSVALL,3004,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0945
,2018-05-168365,2018,2018-05-16,Svenska Tågkompaniet AB,Sundsvall c,8365,8365,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0910
,2018-05-168365,2018,2018-05-16,Svenska Tågkompaniet AB,Sundsvalls Västra,8365,8365,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,5,F0910
,2018-05-168372,2018,2018-05-16,Svenska Tågkompaniet AB,Gävle c,8372,8372,GÄVLE-SUNDSVALL,3004,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,18,F0947
,2018-05-168377,2018,2018-05-16,Svenska Tågkompaniet AB,Sundsvall c,8377,8377,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0961
,2018-05-168379,2018,2018-05-16,Svenska Tågkompaniet AB,Sundsvalls Västra,8379,8379,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0910
,2018-05-168925,2018,2018-05-16,Svenska Tågkompaniet AB,Karlstad C,8925,8925,KHN-CG,3151,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F0983
,2018-05-168946,2018,2018-05-16,Svenska Tågkompaniet AB,Bäckebron,8946,8946,TORSBY-KRISTINEHAMN,3152,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F4120
,2018-05-1697103,2018,2018-05-16,Svenska Tågkompaniet AB,Umeå godsbangård,97103,97103,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,11,F0934
,2018-05-1697194,2018,2018-05-16,Svenska Tågkompaniet AB,Luleå,97194,97194,-,−1,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,49,F0934
,2018-05-177100,2018,2018-05-17,Svenska Tågkompaniet AB,Umeå godsbangård,7100,7100,UÅ-LE,3164,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F26005
,2018-05-177152,2018,2018-05-17,Svenska Tågkompaniet AB,Bodens c,7152,7152,LE-KMB,3166,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,19,F0962
,2018-05-177152,2018,2018-05-17,Svenska Tågkompaniet AB,Gäddmyr,7152,7152,LE-KMB,3166,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,3,F0962
,2018-05-177152,2018,2018-05-17,Svenska Tågkompaniet AB,Kalixfors,7152,7152,LE-KMB,3166,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,15,F0962
,2018-05-177152,2018,2018-05-17,Svenska Tågkompaniet AB,Koskivaara,7152,7152,LE-KMB,3166,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,11,F0962
,2018-05-177152,2018,2018-05-17,Svenska Tågkompaniet AB,Polcirkeln,7152,7152,LE-KMB,3166,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,5,F0962
,2018-05-177401,2018,2018-05-17,Svenska Tågkompaniet AB,Könsa,7401,7401,UÅ-ÖK-SUC,3161,JDM 01,Järnvägsföretag,Dragfordon / motorvagn,ATC-fel,4,F26010
,2018-05-177401,2018,2018-05-17,Svenska Tågkompaniet AB,Stöcke,7401,7401,UÅ-ÖK-SUC,3161,JDM 01,Järnvägsföretag,Dragfordon / motorvagn,ATC-fel,14,F26010
,2018-05-177402,2018,2018-05-17,Svenska Tågkompaniet AB,Harasjön,7402,7402,SUC-ÖK-UÅ,3160,JPR 01,Järnvägsföretag,Prioritering,Ett JF har bestämt prioriteringen mellan egna tåg,7,F26012
,2018-05-177409,2018,2018-05-17,Svenska Tågkompaniet AB,Umeå,7409,7409,UÅ-ÖK-SUC,3161,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,8,F26010
,2018-05-177410,2018,2018-05-17,Svenska Tågkompaniet AB,Sundsvall c,7410,7410,SUC-ÖK-UÅ,3160,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,4,F26006
,2018-05-177412,2018,2018-05-17,Svenska Tågkompaniet AB,Birsta,7412,7412,SUC-ÖK-UÅ,3160,JDM 08,Järnvägsföretag,Dragfordon / motorvagn,Maskinfel,8,F26007
,2018-05-177412,2018,2018-05-17,Svenska Tågkompaniet AB,Sprängsviken,7412,7412,SUC-ÖK-UÅ,3160,JDM 08,Järnvägsföretag,Dragfordon / motorvagn,Maskinfel,5,F26007
,2018-05-177412,2018,2018-05-17,Svenska Tågkompaniet AB,Sundsvall c,7412,7412,SUC-ÖK-UÅ,3160,JDM 08,Järnvägsföretag,Dragfordon / motorvagn,Maskinfel,61,F26007
,2018-05-177412,2018,2018-05-17,Svenska Tågkompaniet AB,Sundsvalls Västra,7412,7412,SUC-ÖK-UÅ,3160,JDM 08,Järnvägsföretag,Dragfordon / motorvagn,Maskinfel,3,F26007
,2018-05-177413,2018,2018-05-17,Svenska Tågkompaniet AB,Stavreviken,7413,7413,UÅ-ÖK-SUC,3161,JDM -,Järnvägsföretag,Dragfordon / motorvagn,-,11,F26006
,2018-05-177414,2018,2018-05-17,Svenska Tågkompaniet AB,Örnsköldsvik Norra,7414,7414,SUC-ÖK-UÅ,3160,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26004
,2018-05-177466,2018,2018-05-17,Svenska Tågkompaniet AB,Brattby,7466,7466,UÅ-VNS,3162,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F1389
,2018-05-177467,2018,2018-05-17,Svenska Tågkompaniet AB,Vännäs,7467,7467,VNS-UÅ,3163,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,8,F1389
,2018-05-177509,2018,2018-05-17,Svenska Tågkompaniet AB,Bräcke,7509,7509,STR-ÖS-SUC,3169,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,4,F26007
,2018-05-177509,2018,2018-05-17,Svenska Tågkompaniet AB,Stavre,7509,7509,STR-ÖS-SUC,3169,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26007
,2018-05-177510,2018,2018-05-17,Svenska Tågkompaniet AB,Sundsvall c,7510,7510,SUC-ÖS-STR,3168,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,4,F26010
,2018-05-177510,2018,2018-05-17,Svenska Tågkompaniet AB,Östersunds c,7510,7510,SUC-ÖS-STR,3168,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F26010
,2018-05-177511,2018,2018-05-17,Svenska Tågkompaniet AB,Storflon,7511,7511,STR-ÖS-SUC,3169,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F26011
,2018-05-177515,2018,2018-05-17,Svenska Tågkompaniet AB,Östersunds västra,7515,7515,STR-ÖS-SUC,3169,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,4,F26002
,2018-05-178365,2018,2018-05-17,Svenska Tågkompaniet AB,Ljusne,8365,8365,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0910
,2018-05-178365,2018,2018-05-17,Svenska Tågkompaniet AB,Sundsvall c,8365,8365,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0910
,2018-05-178368,2018,2018-05-17,Svenska Tågkompaniet AB,Sundsvall c,8368,8368,GÄVLE-SUNDSVALL,3004,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0910
,2018-05-178372,2018,2018-05-17,Svenska Tågkompaniet AB,Gävle c,8372,8372,GÄVLE-SUNDSVALL,3004,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0947
,2018-05-178379,2018,2018-05-17,Svenska Tågkompaniet AB,Sundsvall c,8379,8379,SUNDSVALL-GÄVLE,3005,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,8,F0910
,2018-05-1788210,2018,2018-05-17,Svenska Tågkompaniet AB,Umeå,88210,88210,-,−1,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F26009
,2018-05-1797401,2018,2018-05-17,Svenska Tågkompaniet AB,Umeå godsbangård,97401,97401,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,9,F26010
,2018-05-1797433,2018,2018-05-17,Svenska Tågkompaniet AB,Umeå godsbangård,97433,97433,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,9,F26005
,2018-05-1797437,2018,2018-05-17,Svenska Tågkompaniet AB,Umeå godsbangård,97437,97437,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,5,F26009
,2018-05-1828914,2018,2018-05-18,Svenska Tågkompaniet AB,Arvika,28914,28914,CG-KHN,3150,JDM 01,Järnvägsföretag,Dragfordon / motorvagn,ATC-fel,3,F0966
,2018-05-1828914,2018,2018-05-18,Svenska Tågkompaniet AB,Klingerud,28914,28914,CG-KHN,3150,JDM 01,Järnvägsföretag,Dragfordon / motorvagn,ATC-fel,5,F0966
,2018-05-1828914,2018,2018-05-18,Svenska Tågkompaniet AB,Skåre,28914,28914,CG-KHN,3150,JDM 01,Järnvägsföretag,Dragfordon / motorvagn,ATC-fel,4,F0966
,2018-05-18398,2018,2018-05-18,Svenska Tågkompaniet AB,Göteborgs c,398,398,G-KO/OSLO,3050,JPR 02,Järnvägsföretag,Prioritering,Två JF har bestämt prioriteringen mellan varandras tåg,3,73-41
,2018-05-187100,2018,2018-05-18,Svenska Tågkompaniet AB,Umeå,7100,7100,UÅ-LE,3164,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F1389
,2018-05-187107,2018,2018-05-18,Svenska Tågkompaniet AB,Bodens c,7107,7107,LE-UÅ,3165,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,18,F1389
,2018-05-187107,2018,2018-05-18,Svenska Tågkompaniet AB,Myrheden,7107,7107,LE-UÅ,3165,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,4,F1389
,2018-05-187153,2018,2018-05-18,Svenska Tågkompaniet AB,Kiruna malmbangård,7153,7153,KMB-LE,3167,JTP 07,Järnvägsföretag,Terminal/Plattform-hantering,Ranger/Vxl utöver plan,7,F0942
,2018-05-187401,2018,2018-05-18,Svenska Tågkompaniet AB,Högbysjön,7401,7401,UÅ-ÖK-SUC,3161,JDM 09,Järnvägsföretag,Dragfordon / motorvagn,Dörrfel,10,F26004
,2018-05-187410,2018,2018-05-18,Svenska Tågkompaniet AB,Härnösand,7410,7410,SUC-ÖK-UÅ,3160,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F26012
,2018-05-187411,2018,2018-05-18,Svenska Tågkompaniet AB,Kramfors,7411,7411,UÅ-ÖK-SUC,3161,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,4,F26002
,2018-05-187417,2018,2018-05-18,Svenska Tågkompaniet AB,Umeå,7417,7417,UÅ-ÖK-SUC,3161,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,14,F26007
,2018-05-187487,2018,2018-05-18,Svenska Tågkompaniet AB,Umeå,7487,7487,LY-UÅ,3171,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F4129
,2018-05-187505,2018,2018-05-18,Svenska Tågkompaniet AB,Ånge,7505,7505,STR-ÖS-SUC,3169,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F26012
,2018-05-188260,2018,2018-05-18,Svenska Tågkompaniet AB,Gävle c,8260,8260,GÄVLE-LJUSDAL,3002,JDE -,Järnvägsföretag,Sent från depå,-,16,F0943
,2018-05-188264,2018,2018-05-18,Svenska Tågkompaniet AB,Vallsta,8264,8264,GÄVLE-LJUSDAL,3002,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0946
,2018-05-188352,2018,2018-05-18,Svenska Tågkompaniet AB,Ljusne,8352,8352,GÄVLE-SUNDSVALL,3004,JDM 08,Järnvägsföretag,Dragfordon / motorvagn,Maskinfel,6,F0961
,2018-05-188365,2018,2018-05-18,Svenska Tågkompaniet AB,Sundsvall c,8365,8365,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0961
,2018-05-188365,2018,2018-05-18,Svenska Tågkompaniet AB,Söderhamn v,8365,8365,SUNDSVALL-GÄVLE,3005,JTP -,Järnvägsföretag,Terminal/Plattform-hantering,-,3,F0961
,2018-05-188932,2018,2018-05-18,Svenska Tågkompaniet AB,Charlottenberg,8932,8932,CG-KHN,3150,JDM 01,Järnvägsföretag,Dragfordon / motorvagn,ATC-fel,8,F0981
,2018-05-1918937,2018,2018-05-19,Svenska Tågkompaniet AB,Kil,18937,18937,KHN-CG,3151,JTP 16,Järnvägsföretag,Terminal/Plattform-hantering,Inväntad förbindelse buss/taxi,7,F0981
,2018-05-1935592,2018,2018-05-19,Svenska Tågkompaniet AB,Luleå,35592,35592,-,−1,JDE -,Järnvägsföretag,Sent från depå,-,15,#N/A
,2018-05-1951498,2018,2018-05-19,Svenska Tågkompaniet AB,Luleå,51498,51498,-,−1,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,13,#N/A
,2018-05-197115,2018,2018-05-19,Svenska Tågkompaniet AB,Korsträsk,7115,7115,LE-UÅ,3165,JDM 02,Järnvägsföretag,Dragfordon / motorvagn,Lokbyte,4,F0942
,2018-05-197115,2018,2018-05-19,Svenska Tågkompaniet AB,Luleå,7115,7114,LE-UÅ,3165,JDM 02,Järnvägsföretag,Dragfordon / motorvagn,Lokbyte,57,F0942
,2018-05-197115,2018,2018-05-19,Svenska Tågkompaniet AB,Umeå,7115,7115,LE-UÅ,3165,JDM 02,Järnvägsföretag,Dragfordon / motorvagn,Lokbyte,7,F0942
,2018-05-197115,2018,2018-05-19,Svenska Tågkompaniet AB,Vännäs norra,7115,7115,LE-UÅ,3165,JDM 02,Järnvägsföretag,Dragfordon / motorvagn,Lokbyte,3,F0942
,2018-05-197150,2018,2018-05-19,Svenska Tågkompaniet AB,Ripats,7150,7150,LE-KMB,3166,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F0962
,2018-05-197163,2018,2018-05-19,Svenska Tågkompaniet AB,Koijuvaara,7163,7163,KMB-LE,3167,JJF -,Järnvägsföretag,Ingen uppgift från JF,-,3,F0962
,2018-05-197411,2018,2018-05-19,Svenska Tågkompaniet AB,Sundsvalls Västra,7411,7411,UÅ-ÖK-SUC,3161,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,3,F26002
,2018-05-197411,2018,2018-05-19,Svenska Tågkompaniet AB,Umeå,7411,7411,UÅ-ÖK-SUC,3161,JTP 13,Järnvägsföretag,Terminal/Plattform-hantering,JF önskemål,21,F26002
,2018-05-197412,2018,2018-05-19,Svenska Tågkompaniet AB,Hällenyland,7412,7412,SUC-ÖK-UÅ,3160,JPR 01,Järnvägsföretag,Prioritering,Ett JF har bestämt prioriteringen mellan egna tåg,10,F26003
,2018-05-197412,2018,2018-05-19,Svenska Tågkompaniet AB,Könsa,7412,7412,SUC-ÖK-UÅ,3160,JPR 01,Järnvägsföretag,Prioritering,Ett JF har bestämt prioriteringen mellan egna tåg,4,F26003
